i,sect,over_sati_with,comp_with_whic,comp_inte_with,trus_exte_of,prof_exte_of,bran_bran_outl,comp_exte_of,ease_of_doin,proc_and_proc,cust_focu_inno,enga_with_cust,orde_of_impo,orde_of_impo_1,orde_of_impo_2,orde_of_impo_3,orde_of_impo_4,orde_of_impo_5,orde_of_impo_6,orde_of_impo_7,impr_on_cust,pref_of_serv,sati_diss,like_to_reco,mean_of_inte,chan_of_inte,gend,ag,regi,high_educ,inco,nati,awar_of_surv,company_id,impr_on_cust_sentiment,nps_category,age_category,income_category
17662,2,0.7142857142857143,"Airtel,",AIRTEL,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.625,0.125,0.75,0.5,0.875,0.375,0.25,Service lately has been terrible. It's so frustrating when one is unable to access apps due to bad network. The worst part is that it is now peculiar to all network providers,6,4,5,Digital Channels,"Mobile App,Text/Over the Phone,",Female,40 - 49,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,10AO074,COMP_00058,NEGATIVE,detractor,Experienced Professionals,Lower-Middle Income
17663,2,0.7142857142857143,"MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,",MOBILE TELECOMMUNICATIONS NETWORK (MTN),0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,1.0,0.75,0.125,0.5,0.625,0.875,0.375,0.25,Network has been terrible lately and lately. Completing transactions is now such a big deal due to bad network,6,5,6,Digital Channels,"Mobile App,Text/Over the Phone,",Female,40 - 49,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,10AO074,COMP_00916,NEGATIVE,detractor,Experienced Professionals,Lower-Middle Income
17664,7,0.7142857142857143,"Jiji,",JIJI,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,0.625,0.125,0.5,0.375,0.75,0.875,0.25,The online stores sub-sector in Nigeria is still work in progress. They generally need to improve on the quality of products posted on their websites to reduce return of refund requests,6,5,7,Digital Channels,"Mobile App,Website,",Female,40 - 49,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,10AO074,COMP_00733,NEUTRAL,passive,Experienced Professionals,Lower-Middle Income
17665,8,0.14285714285714285,"Fed Road Safety Comm (FRSC),",FED ROAD SAFETY COMM (FRSC),0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,0.375,0.125,0.5,0.25,0.625,0.75,0.875,Very poor,4,1,0,Both Digital and Traditional Channels,"Text/Over the Phone,",Male,30 - 34,Rivers,"Masters, Professorial, Doctorate, Professional Certification","N300,000 - N500,000",Nigerian,3QI006,COMP_00436,NEGATIVE,detractor,Mid-Level Professionals,Middle-High Income
17666,7,0.8571428571428571,"Jumia,",JUMIA,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.75,0.125,0.625,0.5,0.875,0.375,0.25,"Customer service in Nigeria's online stores sub-sector has evolved compared to where it used to be. However, they need to work on their delivery time and quality of products",6,6,8,Digital Channels,"Mobile App,Webchat,Text/Over the Phone,",Female,40 - 49,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,10AO074,COMP_00747,NEUTRAL,passive,Experienced Professionals,Lower-Middle Income
21981,1,0.42857142857142855,GUARANTY TRUST BANK [GTBANK],GUARANTY TRUST BANK [GTBANK],0.42857142857142855,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.14285714285714285,1.0,0.7142857142857143,0.375,0.625,0.75,0.5,0.875,0.25,1.0,0.125,Alot still needs to be done,5,3,3,Both Digital and Traditional Channels,"Mobile App,In Person,",Male,40 - 49,Plateau,Ond/Pre Degree/Diploma,"N200,000 - N300,000",Nigerian,"From Friend, Colleague/Family",COMP_00602,NEUTRAL,detractor,Experienced Professionals,Middle-High Income
24798,633,0.7142857142857143,NIGER DELTA UNIVERSITY - BAYELSA [NDU],NIGER DELTA UNIVERSITY - BAYELSA [NDU],0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.75,0.25,0.125,0.375,0.5,0.625,0.875,1.0,They've been doing amazingly in the sector,7,5,5,Traditional Channels,"In Person,",Female,25 - 29,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N500,000 - N1m",Nigerian,Ofiemya Janice Melvin Buseri,COMP_00988,POSITIVE,detractor,Early Career,High Income
21997,1,0.8571428571428571,GUARANTY TRUST BANK [GTBANK],GUARANTY TRUST BANK [GTBANK],0.5714285714285714,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.25,0.625,0.125,0.5,0.75,1.0,0.875,0.375,they are trying,5,6,7,Digital Channels,"Mobile App,",Male,25 - 29,Lagos,"Masters, Professorial, Doctorate, Professional Certification","N100,000 - N150,000",Nigerian,09SM049,COMP_00602,NEUTRAL,passive,Early Career,Lower-Middle Income
9581,633,0.7142857142857143,NIGER DELTA UNIVERSITY - BAYELSA [NDU],NIGER DELTA UNIVERSITY - BAYELSA [NDU],0.5714285714285714,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.8571428571428571,0.375,0.75,0.125,0.5,0.625,1.0,0.25,0.875,Non challant attitude of most staff especially in the administrative offices,7,5,8,Both Digital and Traditional Channels,"Website,In Person,",Female,30 - 34,Aba,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,"Via Social Media (Facebook, Twitter, Instagram Etc)",COMP_00988,NEGATIVE,passive,Mid-Level Professionals,Income not fixed
22031,1,0.2857142857142857,GUARANTY TRUST BANK [GTBANK],GUARANTY TRUST BANK [GTBANK],0.42857142857142855,0.42857142857142855,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.7142857142857143,0.125,0.75,0.625,0.25,0.875,0.375,1.0,0.5,Very bad,7,1,1,Digital Channels,"Text/Over the Phone,Mobile App,Email,Social Media,",Female,25 - 29,Lagos,"Masters, Professorial, Doctorate, Professional Certification","N100,000 - N150,000",Nigerian,Via Whatsapp Group,COMP_00602,NEGATIVE,detractor,Early Career,Lower-Middle Income
17672,2,0.42857142857142855,"MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,",MOBILE TELECOMMUNICATIONS NETWORK (MTN),0.5714285714285714,0.8571428571428571,1.0,0.7142857142857143,1.0,1.0,0.7142857142857143,1.0,0.25,0.375,0.125,0.5,0.625,0.75,1.0,0.875,Good,3,4,6,Digital Channels,"Text/Over the Phone,",Female,30 - 34,Aba,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,10SG004,COMP_00916,POSITIVE,detractor,Mid-Level Professionals,Income not fixed
17673,2,0.42857142857142855,"MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,",MOBILE TELECOMMUNICATIONS NETWORK (MTN),0.5714285714285714,0.8571428571428571,1.0,0.7142857142857143,1.0,1.0,0.7142857142857143,1.0,0.25,0.375,0.125,0.5,0.625,0.75,1.0,0.875,Good,3,4,6,Digital Channels,"Text/Over the Phone,",Female,30 - 34,Aba,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,10SG004,COMP_00916,POSITIVE,detractor,Mid-Level Professionals,Income not fixed
20948,4,0.5714285714285714,"LASUTH - Ikeja,",LASUTH - IKEJA,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.5714285714285714,1.0,0.625,0.375,0.875,0.5,0.75,0.25,0.125,Fair,7,5,5,Both Digital and Traditional Channels,"In Person,Text/Over the Phone,",Female,35 - 39,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,Nkemjika Odira Irene,COMP_00836,POSITIVE,detractor,Mid-Career,Middle-High Income
21177,4,0.42857142857142855,"LASUTH - Ikeja,",LASUTH - IKEJA,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.42857142857142855,0.625,0.5,0.125,0.375,0.25,0.875,1.0,0.75,Not satisfied,4,3,4,Both Digital and Traditional Channels,"In Person,",Female,25 - 29,Lagos,Ond/Pre Degree/Diploma,"N41,000 - N60,000",Nigerian,,COMP_00836,NEGATIVE,detractor,Early Career,Low Income
9919,5,1.0,"GOD IS GOOD TRANSPORT COMPANY,",GOD IS GOOD TRANSPORT COMPANY,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.7142857142857143,1.0,0.8571428571428571,0.125,0.75,0.25,0.625,0.375,1.0,0.875,0.5,"They are trying but at times, in giving tickets can be long, because of the number of people on the queue",7,6,9,Traditional Channels,"In Person,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,13AO038,COMP_00570,NEUTRAL,promoter,Mid-Level Professionals,No Income / Not Earning
17677,634,0.42857142857142855,"Bet9ja Limited (Bet9ja),SportyBet Nigeria (SportyBet),MSport Nigeria Limited (MSport),",MSPORT NIGERIA LIMITED (MSPORT),0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.14285714285714285,1.0,0.875,0.125,0.25,0.375,0.5,0.625,0.75,They are dishonest,7,1,0,Digital Channels,"Mobile App,",Male,30 - 34,Anambra,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N151,000 - N199,000",Nigerian,4EE003,COMP_00938,NEGATIVE,detractor,Mid-Level Professionals,Middle-High Income
17678,9,0.5714285714285714,"Mr Biggs,Mega Chicken,Mr Fans,Chicken Republic ,",CHICKEN REPUBLICAN,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.875,0.625,0.5,0.125,0.375,0.25,0.75,1.0,They have a very good customer service,7,7,9,Traditional Channels,"In Person,",Female,25 - 29,Anambra,Ond/Pre Degree/Diploma,Student/Dependent,Nigerian,4EE003,COMP_00248,POSITIVE,promoter,Early Career,No Income / Not Earning
22032,1,0.7142857142857143,GUARANTY TRUST BANK [GTBANK],GUARANTY TRUST BANK [GTBANK],0.2857142857142857,0.2857142857142857,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.125,0.25,1.0,0.375,0.5,0.625,0.875,0.75,Very bad,2,3,2,Digital Channels,"Text/Over the Phone,Webchat,Mobile App,Social Media,",Female,25 - 29,Lagos,"Masters, Professorial, Doctorate, Professional Certification","N100,000 - N150,000",Nigerian,Via Whatsapp Group,COMP_00602,NEGATIVE,detractor,Early Career,Lower-Middle Income
9924,5,0.7142857142857143,"GOD IS GOOD TRANSPORT COMPANY,",GOD IS GOOD TRANSPORT COMPANY,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.125,0.5,0.25,0.625,0.375,1.0,0.875,0.75,"Their staffs can be kind of slow when they respond, and due to that to get ticket can be slow. But can recommend them to anyone.",6,6,9,Traditional Channels,"In Person,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,13AO038,COMP_00570,NEGATIVE,promoter,Mid-Level Professionals,No Income / Not Earning
22033,1,0.7142857142857143,GUARANTY TRUST BANK [GTBANK],GUARANTY TRUST BANK [GTBANK],0.2857142857142857,0.2857142857142857,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.125,0.25,1.0,0.375,0.5,0.625,0.875,0.75,Very bad,2,3,2,Digital Channels,"Text/Over the Phone,Webchat,Mobile App,Social Media,",Female,25 - 29,Lagos,"Masters, Professorial, Doctorate, Professional Certification","N100,000 - N150,000",Nigerian,Via Whatsapp Group,COMP_00602,NEGATIVE,detractor,Early Career,Lower-Middle Income
22050,1,0.7142857142857143,GUARANTY TRUST BANK [GTBANK],GUARANTY TRUST BANK [GTBANK],0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.625,0.125,1.0,0.5,0.75,0.25,0.375,0.875,Customer service is not bad,6,5,5,Both Digital and Traditional Channels,"Mobile App,In Person,",Female,25 - 29,Enugu,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,09EM032,COMP_00602,POSITIVE,detractor,Early Career,Income not fixed
10287,5,0.7142857142857143,"GOD IS GOOD TRANSPORT COMPANY,",GOD IS GOOD TRANSPORT COMPANY,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.75,0.125,0.25,0.5,0.875,0.375,0.625,1.0,Amazing,5,7,8,Traditional Channels,"In Writing,",Female,35 - 39,Abuja,"Masters, Professorial, Doctorate, Professional Certification","N151,000 - N199,000",Nigerian,6AS069,COMP_00570,POSITIVE,passive,Mid-Career,Middle-High Income
22092,1,0.5714285714285714,GUARANTY TRUST BANK [GTBANK],GUARANTY TRUST BANK [GTBANK],0.42857142857142855,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.25,1.0,0.125,0.75,0.875,0.625,0.5,0.375,satisfactory,7,4,3,Both Digital and Traditional Channels,"Mobile App,Email,Text/Over the Phone,Social Media,In Writing,In Person,",Female,18 - 24,Lagos,Ond/Pre Degree/Diploma,Student/Dependent,Nigerian,09OO058,COMP_00602,NEUTRAL,detractor,Young Adults,No Income / Not Earning
17685,9,0.7142857142857143,"Eko Hotels,",EKO HOTELS,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.875,1.0,0.125,0.25,0.75,0.625,0.5,0.375,Good,6,5,7,Digital Channels,"Text/Over the Phone,Email,Social Media,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,Ejeh Joan 4EJ014,COMP_00400,POSITIVE,passive,Mid-Level Professionals,No Income / Not Earning
10416,5,0.7142857142857143,"GOD IS GOOD TRANSPORT COMPANY,",GOD IS GOOD TRANSPORT COMPANY,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.125,0.625,0.25,0.5,0.375,0.75,1.0,0.875,A bit good,6,5,8,Both Digital and Traditional Channels,"In Person,Website,",Female,25 - 29,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,4CC008,COMP_00570,POSITIVE,passive,Early Career,Low Income
17687,9,0.7142857142857143,"Whistling Palms Badagry,",WHISTLING PALMS BADAGRY,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,0.625,0.5,0.375,0.875,0.75,0.25,0.125,Good,6,5,7,Digital Channels,"Social Media,Text/Over the Phone,Email,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,Ejeh Joan 4EJ014,COMP_01518,POSITIVE,passive,Mid-Level Professionals,No Income / Not Earning
15256,633,0.8571428571428571,NILE UNIVERSITY OF NIGERIA [NUN],NILE UNIVERSITY OF NIGERIA [NUN],0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.875,0.75,0.125,0.25,0.5,0.375,0.625,1.0,Private universities are very expensive.only the rich can afford,6,6,9,Traditional Channels,"In Person,",Female,40 - 49,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,10AO095,COMP_01023,NEGATIVE,promoter,Experienced Professionals,Income not fixed
17689,9,0.7142857142857143,"Black bell restaurant ,",BLACKBELL RESTAURANT,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,0.625,0.25,0.125,0.875,0.75,0.5,0.375,Good,5,5,7,Traditional Channels,"In Person,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,Ejeh Joan 4EJ014,COMP_00179,POSITIVE,passive,Mid-Level Professionals,No Income / Not Earning
10517,5,0.7142857142857143,"GOD IS GOOD TRANSPORT COMPANY,",GOD IS GOOD TRANSPORT COMPANY,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.5714285714285714,1.0,0.875,0.125,0.75,0.375,0.625,0.5,0.25,Not satisfactory,5,4,5,Both Digital and Traditional Channels,"Mobile App,Social Media,In Person,",Female,25 - 29,Akwa Ibom,"Masters, Professorial, Doctorate, Professional Certification",Business Person/Income Not Fixed,Nigerian,10EC015,COMP_00570,NEGATIVE,detractor,Early Career,Income not fixed
17691,9,0.7142857142857143,"Mega Chicken,",MEGA CHICKEN,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,0.75,0.125,0.25,0.875,0.375,0.625,0.5,Good,5,5,7,Both Digital and Traditional Channels,"In Person,Text/Over the Phone,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,Ejeh Joan 4EJ014,COMP_00896,POSITIVE,passive,Mid-Level Professionals,No Income / Not Earning
17692,9,0.5714285714285714,"Bukka Hut,",BUKKA HUT,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.625,0.125,0.25,0.875,0.75,0.5,0.375,Fairly satisfied,6,4,5,Traditional Channels,"In Person,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,Ejeh Joan 4EJ014,COMP_00211,POSITIVE,detractor,Mid-Level Professionals,No Income / Not Earning
10597,5,0.14285714285714285,"GOD IS GOOD TRANSPORT COMPANY,",GOD IS GOOD TRANSPORT COMPANY,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,0.75,0.625,0.5,0.25,0.375,0.875,1.0,0.125,Very poor,7,1,0,Both Digital and Traditional Channels,"In Person,",Female,30 - 34,Katsina,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Student/Dependent,Nigerian,"From Friend, Colleague/Family",COMP_00570,NEGATIVE,detractor,Mid-Level Professionals,No Income / Not Earning
17694,9,0.42857142857142855,"Sweet Sensation,",SWEET SENSATION,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,0.375,0.125,0.25,0.875,0.75,0.625,0.5,Bad,5,3,5,Traditional Channels,"In Person,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,Ejeh Joan 4EJ014,COMP_01366,NEUTRAL,detractor,Mid-Level Professionals,No Income / Not Earning
17695,9,0.7142857142857143,"Hotel Du Holf,",HOTEL DU GOLF,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428571,0.125,0.25,1.0,0.875,0.5,0.75,0.375,0.625,Good,6,6,9,Traditional Channels,"In Person,",Female,30 - 34,Aba,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,10SG004,COMP_00641,POSITIVE,promoter,Mid-Level Professionals,Income not fixed
17696,9,0.7142857142857143,"Hotel Du Holf,",HOTEL DU GOLF,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428571,0.125,0.25,1.0,0.875,0.5,0.75,0.375,0.625,Good,6,6,9,Traditional Channels,"In Person,",Female,30 - 34,Aba,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,10SG004,COMP_00641,POSITIVE,promoter,Mid-Level Professionals,Income not fixed
17697,9,0.5714285714285714,"Apples,",APPLES,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7142857142857143,1.0,0.625,0.75,0.875,0.25,0.5,0.375,0.125,Good,5,4,7,Traditional Channels,"In Person,",Female,30 - 34,Aba,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,10SG004,COMP_00105,POSITIVE,passive,Mid-Level Professionals,Income not fixed
17698,9,0.5714285714285714,"Apples,",APPLES,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7142857142857143,1.0,0.625,0.75,0.875,0.25,0.5,0.375,0.125,Good,5,4,7,Traditional Channels,"In Person,",Female,30 - 34,Aba,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,10SG004,COMP_00105,POSITIVE,passive,Mid-Level Professionals,Income not fixed
17699,6,0.42857142857142855,"IKEJA ELECTRICITY DISTRIBUTION COMPANY [IKEDC],",IKEJA ELECTRICITY DISTRIBUTION COMPANY [IKEDC],0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.875,1.0,0.125,0.25,0.75,0.625,0.5,0.375,Bad,6,3,3,Traditional Channels,"In Person,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,Ejeh Joan 4EJ014,COMP_00673,NEUTRAL,detractor,Mid-Level Professionals,No Income / Not Earning
