i,sect,over_sati_with,comp_with_whic,comp_inte_with,trus_exte_of,prof_exte_of,bran_bran_outl,comp_exte_of,ease_of_doin,proc_and_proc,cust_focu_inno,enga_with_cust,orde_of_impo,orde_of_impo_1,orde_of_impo_2,orde_of_impo_3,orde_of_impo_4,orde_of_impo_5,orde_of_impo_6,orde_of_impo_7,impr_on_cust,pref_of_serv,sati_diss,like_to_reco,mean_of_inte,chan_of_inte,gend,ag,regi,high_educ,inco,nati,awar_of_surv,company_id,impr_on_cust_sentiment,nps_category,age_category,income_category
28697,1,0.7142857142857143,"ACCESS BANK,GUARANTY TRUST BANK [GTBANK]FIRST BANK OF NIGERIA [FBNBANK],UNITED BANK FOR AFRICA [UBA],",UNITED BANK FOR AFRICA [UBA],0.7142857142857143,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.25,1.0,0.125,0.375,0.5,0.875,0.75,0.625,FAIR,6,6,5,Digital Channels,"Email,Text/Over the Phone,Mobile App,",Female,18 - 24,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N300,000 - N500,000",Nigerian,,COMP_01451,NEUTRAL,detractor,Young Adults,Middle-High Income
25252,1,0.7142857142857143,"ACCESS BANK,GUARANTY TRUST BANK [GTBANK]FIRST BANK OF NIGERIA [FBNBANK],WEMA BANK,",GUARANTY TRUST BANK [GTBANK],0.5714285714285714,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,1.0,0.875,0.125,0.5,0.25,0.75,0.625,0.375,Not bad ar all,7,5,8,Both Digital and Traditional Channels,"In Person,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N300,000 - N500,000",Nigerian,Via Whatsapp Group,COMP_00602,POSITIVE,passive,Mid-Level Professionals,Middle-High Income
10715,2,0.42857142857142855,"Globalcom Limited,9mobile,",GLOBALCOM LIMITED,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.375,0.125,0.5,0.25,0.625,0.75,0.875,1.0,It does not seem to have been under some regulation.,5,3,3,Both Digital and Traditional Channels,"Social Media,Email,Mobile App,",Male,30 - 34,Lagos,"Masters, Professorial, Doctorate, Professional Certification","N300,000 - N500,000",Nigerian,"From Friend, Colleague/Family",COMP_00565,NEUTRAL,detractor,Mid-Level Professionals,Middle-High Income
20108,3,0.8571428571428571,ARM INSURANCE [ARM],ARM INSURANCE [ARM],0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,0.375,0.125,0.625,0.25,0.75,0.5,0.875,Claims are not paid in time,6,6,8,Traditional Channels,"In Person,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,Chinomso Paul BCCS2024,COMP_00109,NEUTRAL,passive,Mid-Level Professionals,Lower-Middle Income
10717,9,0.7142857142857143,"Leisure Park,Obudu Ranch Resort,Rutaland amusement Park, Port Harcourt ,","RUTALAND AMUSEMENT PARK, PORT HARCOURT",0.42857142857142855,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.625,0.5,0.125,0.375,0.75,0.25,0.875,1.0,Good . They offer lots of benefits and enhance good travel experience for people,5,6,8,Traditional Channels,"In Person,",Female,25 - 29,Akwa Ibom,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N20,000 - N30,000",Nigerian,Blessing 5BE064,COMP_01255,POSITIVE,passive,Early Career,Low Income
17527,632,1.0,"Adron Homes,",ADRON HOMES,1.0,0.8571428571428571,0.7142857142857143,1.0,1.0,0.7142857142857143,0.8571428571428571,1.0,1.0,0.375,0.875,0.25,0.125,0.5,0.75,0.625,Good,7,7,9,Both Digital and Traditional Channels,"In Person,Website,",Male,30 - 34,Kano,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N151,000 - N199,000",Nigerian,OFFIA LEVI K 6OK021,COMP_00040,POSITIVE,promoter,Mid-Level Professionals,Middle-High Income
10719,9,0.5714285714285714,"Bar,",BAR,0.5714285714285714,0.8571428571428571,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.14285714285714285,1.0,0.42857142857142855,1.0,0.75,0.625,0.875,0.5,0.125,0.375,0.25,Improvement is key,5,4,4,Traditional Channels,"In Person,",Male,40 - 49,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,Via Whatsapp Group,COMP_00137,POSITIVE,detractor,Experienced Professionals,Middle-High Income
15852,3,0.8571428571428571,ARM PENSION,ARM PENSION,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.5,0.125,0.25,0.375,0.625,0.75,0.875,Customers are not given the attention they need,4,6,9,Digital Channels,"Social Media,Email,Text/Over the Phone,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,"From Friend, Colleague/Family",COMP_00111,NEGATIVE,promoter,Mid-Level Professionals,Middle-High Income
16083,1,0.2857142857142857,"ACCESS BANK,GUARANTY TRUST BANK [GTBANK]FIRST CITY MONUMENT BANK [FCMB] ,",FIRST CITY MONUMENT BANK [FCMB],0.14285714285714285,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7142857142857143,1.0,0.75,0.125,0.875,0.375,0.625,0.25,0.5,Dissatisfied,4,1,0,Both Digital and Traditional Channels,"In Person,",Female,40 - 49,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,"Via Social Media (Facebook, Twitter, Instagram Etc)",COMP_00495,NEGATIVE,detractor,Experienced Professionals,Middle-High Income
28665,1,0.42857142857142855,"ACCESS BANK,GUARANTY TRUST BANK [GTBANK]FIRST CITY MONUMENT BANK [FCMB],STANBIC IBTC BANK,ECOBANK ,UNITED BANK FOR AFRICA [UBA],",GUARANTY TRUST BANK [GTBANK],0.42857142857142855,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.7142857142857143,1.0,0.875,0.125,0.25,0.5,0.625,0.75,0.375,Adequate,4,4,6,Both Digital and Traditional Channels,"Mobile App,Social Media,In Person,",Female,35 - 39,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,EOP4C8,COMP_00602,NEUTRAL,detractor,Mid-Career,Lower-Middle Income
28339,4,0.8571428571428571,"EKO Hospital, lagos,","EKO HOSPITAL, LAGOS",0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.5,0.125,0.25,0.875,0.375,0.75,0.625,very good,5,5,8,Both Digital and Traditional Channels,"In Person,",Female,25 - 29,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,BAP9W4,COMP_00399,POSITIVE,passive,Early Career,Lower-Middle Income
10724,2,0.7142857142857143,"Globalcom Limited,MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,Airtel,",GLOBALCOM LIMITED,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.625,0.875,0.5,1.0,0.25,0.75,0.375,0.125,Ease of access,5,5,7,Digital Channels,"Text/Over the Phone,Social Media,",Female,18 - 24,Jigawa,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,4KD069,COMP_00565,NEUTRAL,passive,Young Adults,Low Income
26138,5,1.0,"AIR PEACE,DANA AIR,",AIR PEACE,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.7142857142857143,1.0,0.25,0.375,0.875,0.5,0.75,0.625,0.125,Impressed,7,6,8,Both Digital and Traditional Channels,"Website,In Person,",Male,25 - 29,Kaduna,Ond/Pre Degree/Diploma,"N80,000 - N99,000",Nigerian,MS202569,COMP_00057,POSITIVE,passive,Early Career,Lower-Middle Income
10198,633,1.0,"BOWEN UNIVERSITY [BU],",BOWEN UNIVERSITY [BU],1.0,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,1.0,1.0,1.0,0.375,0.875,0.75,0.625,0.125,0.25,0.5,A standard institution with well equipped amenities to foster adequate learning among its students,7,7,10,Traditional Channels,"In Person,",Female,25 - 29,Lagos,"Masters, Professorial, Doctorate, Professional Certification","N300,000 - N500,000",Nigerian,3AO005,COMP_00199,POSITIVE,promoter,Early Career,Middle-High Income
10727,634,0.7142857142857143,"1xBet Nigeria (1xBet),SportyBet Nigeria (SportyBet),Bet9ja Limited (Bet9ja),",1XBET NIGERIA (1XBET),0.7142857142857143,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.625,1.0,0.75,0.875,0.375,0.5,0.25,0.125,It's a fair game to an extent,5,5,4,Digital Channels,"Website,",Female,18 - 24,Jigawa,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,4KD069,COMP_00002,NEUTRAL,detractor,Young Adults,Low Income
10728,2,0.5714285714285714,"MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,",MOBILE TELECOMMUNICATIONS NETWORK (MTN),0.14285714285714285,1.0,1.0,0.2857142857142857,0.42857142857142855,1.0,0.42857142857142855,1.0,1.0,0.875,0.5,0.625,0.75,0.125,0.25,0.375,It is not great,7,2,3,Traditional Channels,"In Writing,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N151,000 - N199,000",Nigerian,,COMP_00916,NEGATIVE,detractor,Mid-Level Professionals,Middle-High Income
10729,2,0.5714285714285714,"MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,",MOBILE TELECOMMUNICATIONS NETWORK (MTN),0.14285714285714285,1.0,1.0,0.2857142857142857,0.42857142857142855,1.0,0.42857142857142855,1.0,1.0,0.875,0.5,0.625,0.75,0.125,0.25,0.375,It is not great,7,2,3,Traditional Channels,"In Writing,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N151,000 - N199,000",Nigerian,,COMP_00916,NEGATIVE,detractor,Mid-Level Professionals,Middle-High Income
12833,4,0.5714285714285714,"EKO Hospital, lagos,Bidems Victory hospital ,",BIDEMS VICTORY HOSPITAL,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.7142857142857143,0.8571428571428571,0.25,0.5,0.375,0.125,0.75,0.625,0.875,1.0,"Bidems Victory hospital is a private hospital which has helped to save a lot of life's in his little locality in one of the developing rural areas of Lagos, Nigeria. The staff in his hospital are qualified staff, However the staff tend to lack manner of approach to the patients in the hospital.",6,2,8,Traditional Channels,"In Person,",Female,25 - 29,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,11M0011,COMP_00170,POSITIVE,passive,Early Career,Lower-Middle Income
12834,4,0.5714285714285714,"EKO Hospital, lagos,Bidems Victory hospital ,",BIDEMS VICTORY HOSPITAL,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.7142857142857143,0.8571428571428571,0.25,0.5,0.375,0.125,0.75,0.625,0.875,1.0,"Bidems Victory hospital is a private hospital which has helped to save a lot of life's in his little locality in one of the developing rural areas of Lagos, Nigeria. The staff in his hospital are qualified staff, However the staff tend to lack manner of approach to the patients in the hospital.",6,2,8,Traditional Channels,"In Person,",Female,25 - 29,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,11M0011,COMP_00170,POSITIVE,passive,Early Career,Lower-Middle Income
10732,7,0.7142857142857143,"Jumia,",JUMIA,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,0.875,0.5,0.625,0.75,0.375,0.125,0.25,the response time line for order is top notch,5,6,9,Digital Channels,"Website,Social Media,",Male,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,1EB047,COMP_00747,POSITIVE,promoter,Mid-Level Professionals,Lower-Middle Income
10733,8,0.14285714285714285,"Nigeria Police Force (NPF),",NIGERIA POLICE FORCE (NPF),0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,0.5,0.25,0.375,0.625,0.75,0.125,0.875,Corrupted lot,7,1,0,Traditional Channels,"In Person,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N500,000 - N1m",Nigerian,1CO026,COMP_01006,NEGATIVE,detractor,Mid-Level Professionals,High Income
20231,5,0.8571428571428571,"AIR PEACE,DANA AIR,ARIK AIR,",AIR PEACE,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.625,0.25,0.75,0.125,0.5,1.0,0.375,0.875,Poor,7,7,8,Both Digital and Traditional Channels,"Email,Website,",Male,25 - 29,Anambra,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,Nwosu Onyebuchi Emmanuel BCCS2024,COMP_00057,NEGATIVE,passive,Early Career,Lower-Middle Income
20244,4,0.42857142857142855,"EKO Hospital, lagos,Duchess Hospital,",DUCHESS HOSPITAL,0.7142857142857143,0.14285714285714285,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.8571428571428571,0.25,0.375,0.125,0.625,0.75,0.5,0.875,1.0,It is very expensive,7,6,5,Digital Channels,"Email,Text/Over the Phone,",Male,25 - 29,Imo,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,"From Friend, Colleague/Family",COMP_00364,NEGATIVE,detractor,Early Career,Income not fixed
8237,5,0.7142857142857143,"AIR PEACE,IBOM AIR,",AIR PEACE,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.375,0.75,0.25,0.125,0.625,0.5,0.875,1.0,Good,6,5,6,Digital Channels,"Website,Email,",Female,25 - 29,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,,COMP_00057,POSITIVE,detractor,Early Career,Middle-High Income
10737,9,0.8571428571428571,"Savory,Chicken Republic ,",SAVORY,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.125,0.5,0.25,0.375,0.625,0.75,0.875,1.0,Satisfactory,7,7,10,Digital Channels,"Mobile App,",Female,25 - 29,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,3OA009,COMP_01274,POSITIVE,promoter,Early Career,Lower-Middle Income
21585,1,0.8571428571428571,"ACCESS BANK,GUARANTY TRUST BANK [GTBANK]OPAY BANK,",OPAY BANK,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,1.0,0.5,0.125,0.375,0.625,0.75,0.25,0.875,Traditional banks should learn innovations from the new ones.,6,6,9,Digital Channels,"Mobile App,Email,Social Media,",Male,18 - 24,Oyo,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,09FA002,COMP_01081,NEUTRAL,promoter,Young Adults,Lower-Middle Income
10739,2,0.42857142857142855,"MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,",MOBILE TELECOMMUNICATIONS NETWORK (MTN),0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.5,0.875,0.125,0.75,0.375,1.0,0.625,0.25,Dissatisfied,6,2,2,Digital Channels,"None,",Female,25 - 29,Adamawa,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,,COMP_00916,NEGATIVE,detractor,Early Career,No Income / Not Earning
27734,1,0.5714285714285714,"ACCESS BANK,GUARANTY TRUST BANK [GTBANK]POLARIS BANK,",ACCESS BANK,0.8571428571428571,0.5714285714285714,0.8571428571428571,1.0,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.25,0.5,0.125,1.0,0.375,0.75,0.625,0.875,Not thriving enough,7,7,8,Digital Channels,"Mobile App,",Female,30 - 34,Oyo,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N151,000 - N199,000",Nigerian,Via My Organization,COMP_00028,NEGATIVE,passive,Mid-Level Professionals,Middle-High Income
19763,1,0.7142857142857143,"ACCESS BANK,GUARANTY TRUST BANK [GTBANK]POLARIS BANK,FIRST BANK OF NIGERIA [FBNBANK],",GUARANTY TRUST BANK [GTBANK],1.0,1.0,1.0,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.7142857142857143,1.0,0.875,0.25,0.5,0.125,0.75,0.375,0.625,Good,5,6,8,Both Digital and Traditional Channels,"Mobile App,",Female,35 - 39,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,Via Whatsapp Group,COMP_00602,POSITIVE,passive,Mid-Career,No Income / Not Earning
10742,2,0.14285714285714285,"MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,Airtel,",MOBILE TELECOMMUNICATIONS NETWORK (MTN),0.42857142857142855,0.2857142857142857,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.5,0.875,0.125,1.0,0.25,0.75,0.375,0.625,Extremely Poor and dehumanising,4,1,2,Both Digital and Traditional Channels,"Mobile App,Website,Social Media,In Person,",Male,30 - 34,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,8SO006,COMP_00916,NEGATIVE,detractor,Mid-Level Professionals,Lower-Middle Income
10743,7,1.0,"Jumia,Konga,",JUMIA,1.0,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,0.75,0.875,0.625,0.5,0.375,0.25,0.125,1.0,Very satisfactory,7,7,10,Digital Channels,"Website,Email,Mobile App,",Female,35 - 39,Cross River,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,,COMP_00747,POSITIVE,promoter,Mid-Career,No Income / Not Earning
10744,6,0.8571428571428571,"ABUJA ELECTRICITY DISTRIBUTION COMPANY [ABEDC],",ABUJA ELECTRICITY DISTRIBUTION COMPANY [ABEDC],0.5714285714285714,0.8571428571428571,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.625,0.875,0.125,1.0,0.25,0.75,0.5,0.375,Absolutely excellent in electricity stability but needs more improvement in customer relational experience,5,2,6,Both Digital and Traditional Channels,"Mobile App,Text/Over the Phone,Website,Social Media,In Person,",Male,30 - 34,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,8SO006,COMP_00024,POSITIVE,detractor,Mid-Level Professionals,Lower-Middle Income
10745,2,0.7142857142857143,"MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,Globalcom Limited,",GLOBALCOM LIMITED,0.7142857142857143,0.14285714285714285,0.42857142857142855,0.7142857142857143,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.25,0.625,0.375,0.5,0.75,0.125,1.0,0.875,Totally dissatisfied,7,1,0,Digital Channels,"Mobile App,Text/Over the Phone,",Female,35 - 39,Cross River,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,"Via Social Media (Facebook, Twitter, Instagram Etc)",COMP_00565,NEGATIVE,detractor,Mid-Career,No Income / Not Earning
10746,7,0.7142857142857143,"Jumia,Konga,Jiji,",JUMIA,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.8571428571428571,1.0,0.75,0.125,0.875,0.25,0.5,0.625,0.375,Extremely great and highly professional,6,5,10,Both Digital and Traditional Channels,"Mobile App,Text/Over the Phone,Website,In Person,",Male,30 - 34,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,8SO006,COMP_00747,POSITIVE,promoter,Mid-Level Professionals,Lower-Middle Income
10747,6,0.7142857142857143,"ABUJA ELECTRICITY DISTRIBUTION COMPANY [ABEDC],",ABUJA ELECTRICITY DISTRIBUTION COMPANY [ABEDC],0.7142857142857143,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.75,0.125,0.625,0.375,0.875,0.5,0.25,Not satisfactory,4,4,6,Digital Channels,"Text/Over the Phone,",Female,35 - 39,Abuja,"Masters, Professorial, Doctorate, Professional Certification","N100,000 - N150,000",Nigerian,1NI001,COMP_00024,NEGATIVE,detractor,Mid-Career,Lower-Middle Income
27764,1,0.5714285714285714,"ACCESS BANK,GUARANTY TRUST BANK [GTBANK]POLARIS BANK,FIRST BANK OF NIGERIA [FBNBANK],",POLARIS BANK,0.8571428571428571,1.0,1.0,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.25,1.0,0.375,0.625,0.125,0.75,0.875,0.5,Some are trying while some don't give a damn,7,7,10,Both Digital and Traditional Channels,"Mobile App,",Female,30 - 34,Oyo,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N151,000 - N199,000",Nigerian,Via mail,COMP_01147,NEGATIVE,promoter,Mid-Level Professionals,Middle-High Income
26697,1,0.5714285714285714,"ACCESS BANK,GUARANTY TRUST BANK [GTBANK]POLARIS BANK,WEMA BANK,STANDARD CHARTERED BANK",WEMA BANK,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.875,0.375,0.125,0.25,0.5,1.0,0.625,0.75,Poor,7,1,0,Digital Channels,"Mobile App,",Male,40 - 49,Osun,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,Via Whatsapp Group,COMP_01508,NEGATIVE,detractor,Experienced Professionals,Middle-High Income
10750,2,0.7142857142857143,"Globalcom Limited,",GLOBALCOM LIMITED,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.375,0.25,0.5,0.125,0.875,0.75,1.0,0.625,Data service was below my expectations,3,3,4,Digital Channels,"Website,",Male,35 - 39,Kaduna,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N151,000 - N199,000",Nigerian,2C1065,COMP_00565,NEGATIVE,detractor,Mid-Career,Middle-High Income
10751,2,0.7142857142857143,"MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,",MOBILE TELECOMMUNICATIONS NETWORK (MTN),0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.5,0.875,0.375,0.625,0.25,0.75,1.0,0.125,Fair,6,6,7,Both Digital and Traditional Channels,"Mobile App,Text/Over the Phone,",Female,18 - 24,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Student/Dependent,Nigerian,13OV023,COMP_00916,POSITIVE,passive,Young Adults,No Income / Not Earning
10752,6,0.8571428571428571,"KADUNA ELECTRICITY DISTRIBUTION COMPANY [KAEDC],",KADUNA ELECTRICITY DISTRIBUTION COMPANY [KAEDC],0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.625,0.5,0.125,0.25,0.375,0.75,0.875,1.0,Satisfactory,6,6,8,Digital Channels,"Social Media,",Male,40 - 49,Kaduna,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N151,000 - N199,000",Nigerian,2C1065,COMP_00753,POSITIVE,passive,Experienced Professionals,Middle-High Income
10753,9,0.8571428571428571,"Bukka Hut,",BUKKA HUT,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,0.25,0.625,0.375,0.5,0.125,0.75,1.0,0.875,Fair,6,6,6,Digital Channels,"Mobile App,",Female,18 - 24,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Student/Dependent,Nigerian,13OV023,COMP_00211,POSITIVE,detractor,Young Adults,No Income / Not Earning
10754,2,0.7142857142857143,"MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,",MOBILE TELECOMMUNICATIONS NETWORK (MTN),0.5714285714285714,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.25,0.375,0.125,0.5,0.625,0.75,1.0,0.875,Impressive,6,3,7,Both Digital and Traditional Channels,"In Person,",Female,25 - 29,Kaduna,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N80,000 - N99,000",Nigerian,"Via Social Media (Facebook, Twitter, Instagram Etc)",COMP_00916,POSITIVE,passive,Early Career,Lower-Middle Income
10755,7,0.7142857142857143,"Jumia,Konga,Jiji,CDcare,",JUMIA,1.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.7142857142857143,0.8571428571428571,0.75,0.5,1.0,0.625,0.125,0.375,0.875,0.25,Satisfactory,6,6,9,Digital Channels,"Mobile App,",Female,25 - 29,Niger,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,13LO040,COMP_00747,POSITIVE,promoter,Early Career,Income not fixed
11453,5,0.5714285714285714,"AIR PEACE,IBOM AIR,",IBOM AIR,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.875,1.0,0.75,0.625,0.5,0.375,0.125,0.25,IBOM AIR service is good anytime anyday,7,6,10,Digital Channels,"Social Media,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,1EB047,COMP_00658,POSITIVE,promoter,Mid-Level Professionals,Middle-High Income
