company_id,sector,overall_cx_score
COMP_00799,4,25.793650793650787
COMP_00800,633,66.26984126984127
COMP_00801,5,44.444444444444436
COMP_00802,632,100.0
COMP_00803,7,68.90408645727794
COMP_00804,5,31.349206349206344
COMP_00805,4,55.070546737213405
COMP_00806,9,94.84126984126983
COMP_00807,1,0.0
COMP_00808,632,57.14285714285713
COMP_00809,4,39.28571428571428
COMP_00810,4,71.42857142857143
COMP_00811,4,85.71428571428572
COMP_00812,633,78.57142857142857
COMP_00813,633,82.01058201058201
COMP_00814,9,57.14285714285713
COMP_00815,9,57.14285714285715
COMP_00816,9,71.42857142857143
COMP_00817,9,42.85714285714284
COMP_00818,4,62.5
COMP_00819,633,82.93650793650794
COMP_00820,5,42.85714285714285
COMP_00821,4,75.45592705167172
COMP_00822,9,83.33333333333333
COMP_00823,5,55.15873015873015
COMP_00824,9,92.19576719576719
COMP_00825,9,80.15873015873017
COMP_00826,5,42.85714285714284
COMP_00827,6,44.047619047619044
COMP_00828,632,19.047619047619044
